@relation train_new-weka.filters.unsupervised.instance.Resample-S1-Z80.0-no-replacement_predicted

@attribute protocol_type {tcp,udp,icmp}
@attribute service {ftp_data,other,private,http,remote_job,name,netbios_ns,eco_i,mtp,telnet,finger,domain_u,supdup,uucp_path,Z39_50,smtp,csnet_ns,uucp,netbios_dgm,urp_i,auth,domain,ftp,bgp,ldap,ecr_i,gopher,vmnet,systat,http_443,efs,whois,imap4,iso_tsap,echo,klogin,link,sunrpc,login,kshell,sql_net,time,hostnames,exec,ntp_u,discard,nntp,courier,ctf,ssh,daytime,shell,netstat,pop_3,nnsp,IRC,pop_2,printer,tim_i,pm_dump,red_i,netbios_ssn,rje,X11,urh_i,http_8001,aol,http_2784,tftp_u,harvest}
@attribute flag {SF,S0,REJ,RSTR,SH,RSTO,S1,RSTOS0,S3,S2,OTH}
@attribute src_bytes numeric
@attribute dst_bytes numeric
@attribute land numeric
@attribute wrong_fragment numeric
@attribute root_shell numeric
@attribute count numeric
@attribute diff_srv_rate numeric
@attribute dst_host_same_src_port_rate numeric
@attribute 'prediction margin' numeric
@attribute 'predicted label' {normal,neptune,warezclient,ipsweep,portsweep,teardrop,nmap,satan,smurf,pod,back,guess_passwd,ftp_write,multihop,rootkit,buffer_overflow,imap,warezmaster,phf,land,loadmodule,spy,perl}
@attribute label {normal,neptune,warezclient,ipsweep,portsweep,teardrop,nmap,satan,smurf,pod,back,guess_passwd,ftp_write,multihop,rootkit,buffer_overflow,imap,warezmaster,phf,land,loadmodule,spy,perl}

@data
tcp,ftp_data,SF,501760,0,0,0,0,2,0,0.21,1,normal,?
tcp,http,SF,203,2585,0,0,0,7,0,0.02,1,normal,?
tcp,efs,S0,0,0,0,0,0,116,0.05,0,-1,neptune,?
tcp,smtp,SF,2087,331,0,0,0,1,0,0.01,1,normal,?
tcp,smtp,SF,1256,329,0,0,0,1,0,0,1,normal,?
tcp,supdup,S0,0,0,0,0,0,112,0.05,0,-1,neptune,?
icmp,ecr_i,SF,1032,0,0,0,0,494,0,0.46,-1,smurf,?
tcp,http,SF,304,1066,0,0,0,4,0,0,1,normal,?
tcp,http,SF,54540,8314,0,0,0,3,0,0,-1,back,?
tcp,http,REJ,0,0,0,0,0,1,0,0.2,1,normal,?
tcp,smtp,SF,1235,335,0,0,0,1,0,0.01,1,normal,?
tcp,iso_tsap,S0,0,0,0,0,0,264,0.06,0,-1,neptune,?
tcp,http,SF,313,1572,0,0,0,2,0,0.01,1,normal,?
tcp,telnet,SF,161,1154,0,0,0,1,0,0.01,1,normal,?
tcp,http,SF,233,3222,0,0,0,4,0,0,1,normal,?
tcp,ftp_data,SF,3775,0,0,0,0,22,0,0.35,1,normal,?
udp,other,SF,147,0,0,0,0,7,0.57,0.88,1,normal,?
tcp,http,SF,310,2730,0,0,0,25,0,0.04,1,normal,?
tcp,http,SF,161,13603,0,0,0,1,0,0.01,1,normal,?
tcp,http,SF,254,3791,0,0,0,11,0,0,1,normal,?
icmp,ecr_i,SF,520,0,0,0,0,460,0,1,-1,smurf,?
tcp,http,SF,241,285,0,0,0,10,0,0,1,normal,?
tcp,mtp,S0,0,0,0,0,0,207,0.06,0,-1,neptune,?
tcp,http,SF,236,258,0,0,0,23,0,0,1,normal,?
tcp,private,RSTR,0,0,0,0,0,1,0,0.84,-1,portsweep,?
icmp,eco_i,SF,30,0,0,0,0,1,0,1,1,normal,?
tcp,http,SF,191,1958,0,0,0,2,0,0,1,normal,?
icmp,eco_i,SF,8,0,0,0,0,1,0,1,-0.732999,ipsweep,?
udp,private,SF,207,0,0,0,0,2,0,0.84,-0.75,nmap,?
tcp,http,SF,306,541,0,0,0,14,0,0.01,1,normal,?
tcp,http,SF,258,620,0,0,0,9,0,0,1,normal,?
tcp,private,REJ,0,0,0,0,0,258,0.07,0,-1,neptune,?
tcp,smtp,SF,817,281,0,0,0,1,0,0.01,1,normal,?
tcp,ftp_data,S0,0,0,0,0,0,180,0.07,0,-1,neptune,?
tcp,http,SF,223,1246,0,0,0,6,0,0.04,1,normal,?
icmp,ecr_i,SF,1032,0,0,0,0,511,0,0.71,-1,smurf,?
tcp,link,S0,0,0,0,0,0,241,0.07,0,-1,neptune,?
tcp,http,SF,164,3109,0,0,0,2,0,0.04,1,normal,?
tcp,ctf,S0,0,0,0,0,0,271,0.05,0,-1,neptune,?
tcp,http,SF,325,741,0,0,0,40,0,0.02,1,normal,?
udp,domain_u,SF,44,118,0,0,0,112,0.02,0,1,normal,?
icmp,ecr_i,SF,1032,0,0,0,0,184,0,0.72,-1,smurf,?
tcp,http,SF,325,1680,0,0,0,6,0,0.02,1,normal,?
tcp,http,SF,236,617,0,0,0,1,0,0,1,normal,?
tcp,http,SF,312,3058,0,0,0,3,0,0.02,1,normal,?
tcp,smtp,SF,1917,335,0,0,0,2,0,0.01,1,normal,?
tcp,http,SF,280,2446,0,0,0,11,0,0,1,normal,?
tcp,private,REJ,0,0,0,0,0,139,0.06,0.01,-1,neptune,?
tcp,http,SF,227,2047,0,0,0,4,0,0,1,normal,?
tcp,http,S0,0,0,0,0,0,1,0,0.25,1,normal,?
udp,domain_u,SF,43,126,0,0,0,139,0,0,1,normal,?
tcp,http,SF,313,9703,0,0,0,50,0,0,1,normal,?
tcp,http,SF,192,934,0,0,0,10,0,0.02,1,normal,?
tcp,domain,S0,0,0,0,0,0,290,0.06,0,-1,neptune,?
udp,other,SF,1,0,0,0,0,18,0.56,0.69,-1,satan,?
tcp,smtp,S3,1493,365,0,0,0,1,0,0.01,1,normal,?
tcp,http,SF,268,23648,0,0,0,3,0,0.03,1,normal,?
tcp,telnet,SF,2555,10108,0,0,0,1,0,0,1,normal,?
tcp,private,S0,0,0,0,0,0,275,0.07,0,-1,neptune,?
icmp,ecr_i,SF,1032,0,0,0,0,509,0,0.58,-1,smurf,?
tcp,telnet,S0,0,0,0,0,0,5,0.4,0,-1,neptune,?
tcp,http,SF,232,1144,0,0,0,8,0,0.01,1,normal,?
tcp,login,S0,0,0,0,0,0,143,0.06,0,-1,neptune,?
icmp,eco_i,SF,18,0,0,0,0,1,0,1,-1,ipsweep,?
tcp,imap4,S0,0,0,0,0,0,255,0.05,0,-1,neptune,?
tcp,ftp,SF,938,2720,0,0,0,1,0,0,1,normal,?
tcp,echo,S0,0,0,0,0,0,232,0.06,0,-1,neptune,?
tcp,http,SF,241,61382,0,0,0,10,0,0.02,1,normal,?
tcp,http,REJ,0,0,0,0,0,1,0,0.05,1,normal,?
tcp,http,SF,222,938,0,0,0,7,0,0,1,normal,?
tcp,http,SF,209,1800,0,0,0,13,0,0.08,1,normal,?
tcp,http,REJ,0,0,0,0,0,1,0,0.5,1,normal,?
tcp,whois,S0,0,0,0,0,0,229,0.07,0,-1,neptune,?
udp,domain_u,SF,44,69,0,0,0,155,0,0.01,1,normal,?
tcp,http,SF,266,261,0,0,0,11,0,0,1,normal,?
tcp,private,S0,0,0,0,0,0,124,0.06,0.04,-1,neptune,?
tcp,private,S0,0,0,0,0,0,12,0.33,0,-1,neptune,?
udp,domain_u,SF,45,127,0,0,0,48,0,0,1,normal,?
tcp,http,SF,281,751,0,0,0,3,0,0.03,1,normal,?
udp,domain_u,SF,42,42,0,0,0,6,0,0.01,1,normal,?
tcp,private,REJ,0,0,0,0,0,255,1,0,-1,satan,?
tcp,http,SF,327,294,0,0,0,3,0,0,1,normal,?
tcp,whois,REJ,0,0,0,0,0,230,0.06,0,-1,neptune,?
tcp,IRC,RSTR,1603,8195,0,0,0,1,0,0.01,1,normal,?
tcp,private,RSTR,0,0,0,0,0,419,0.52,1,-1,portsweep,?
tcp,http,SF,307,1099,0,0,0,28,0,0.02,1,normal,?
tcp,gopher,S0,0,0,0,0,0,235,0.07,0,-1,neptune,?
tcp,private,S0,0,0,0,0,0,286,0.05,0,-1,neptune,?
tcp,private,S0,0,0,0,0,0,179,0.07,0,-1,neptune,?
tcp,http,SF,309,367,0,0,0,19,0,0.03,1,normal,?
tcp,ftp_data,S0,0,0,0,0,0,1,0,0,-1,neptune,?
tcp,private,S0,0,0,0,0,0,200,0.06,0,-1,neptune,?
tcp,echo,RSTO,0,0,0,0,0,258,0.07,0,-1,neptune,?
tcp,domain,REJ,0,0,0,0,0,268,0.07,0,-1,neptune,?
tcp,smtp,SF,11647,324,0,0,0,1,0,0.5,1,normal,?
tcp,http,SF,245,10128,0,0,0,1,0,0,1,normal,?
tcp,http,SF,215,817,0,0,0,2,0,0.5,1,normal,?
icmp,eco_i,SF,8,0,0,0,0,1,0,1,-0.732999,ipsweep,?
tcp,http,SF,54540,8314,0,0,0,2,0,0.02,-1,back,?
tcp,http,SF,158,12234,0,0,0,6,0,0.01,1,normal,?
udp,domain_u,SF,43,43,0,0,0,179,0,0,1,normal,?
tcp,ftp_data,S0,0,0,0,0,0,203,0.41,0.8,-1,portsweep,?
tcp,http,SF,242,5884,0,0,0,6,0,0.1,1,normal,?
tcp,smtp,SF,768,333,0,0,0,1,0,0,1,normal,?
tcp,http,SF,211,3357,0,0,0,7,0,0.14,1,normal,?
udp,domain_u,SF,46,132,0,0,0,216,0,0.01,1,normal,?
tcp,http,SF,54540,8314,0,0,0,2,0,0,-0.964286,back,?
tcp,http,SF,346,2247,0,0,0,11,0,0,1,normal,?
tcp,private,S0,0,0,0,0,0,240,0.07,0,-1,neptune,?
tcp,auth,REJ,0,0,0,0,0,175,0.07,0,-1,neptune,?
tcp,smtp,SF,860,333,0,0,0,1,0,0.01,1,normal,?
tcp,ftp_data,SF,1690,0,0,0,0,6,0,1,1,normal,?
tcp,ftp,SF,58,189,0,0,0,1,0,0.01,1,normal,?
tcp,private,S0,0,0,0,0,0,45,0.11,0,-1,neptune,?
tcp,hostnames,S0,0,0,0,0,0,208,0.07,0,-1,neptune,?
tcp,private,RSTR,0,0,0,0,0,1,0,0.8,-1,portsweep,?
tcp,http,SF,276,569,0,0,0,7,0,0.14,1,normal,?
tcp,http,S0,0,0,0,0,0,34,0.09,0,-1,neptune,?
tcp,http,S0,0,0,0,0,0,2,0,0.12,1,normal,?
icmp,ecr_i,SF,520,0,0,0,0,58,0,1,-1,smurf,?
tcp,smtp,SF,977,331,0,0,0,1,0,0.11,1,normal,?
tcp,smtp,SF,4656,325,0,0,0,1,0,0.01,1,normal,?
tcp,Z39_50,S0,0,0,0,0,0,214,0.07,0,-1,neptune,?
tcp,http,SF,227,622,0,0,0,6,0,0,1,normal,?
tcp,time,S0,0,0,0,0,0,108,0.06,0,-1,neptune,?
tcp,http_443,S0,0,0,0,0,0,101,0.07,0,-1,neptune,?
tcp,ctf,S0,0,0,0,0,0,178,0.06,0,-1,neptune,?
tcp,http,SF,210,105,0,0,0,5,0,0.01,1,normal,?
tcp,private,S0,0,0,0,0,0,147,0.05,0,-1,neptune,?
tcp,private,S0,0,0,0,0,0,300,0.06,0,-1,neptune,?
udp,private,SF,28,0,0,3,0,32,0,0.31,-1,teardrop,?
tcp,auth,S0,0,0,0,0,0,106,0.05,0,-1,neptune,?
tcp,name,S0,0,0,0,0,0,69,0.09,0,-1,neptune,?
tcp,http,SF,268,819,0,0,0,36,0,0.02,1,normal,?
tcp,http,SF,242,5734,0,0,0,19,0,0.01,1,normal,?
tcp,http,SF,302,14150,0,0,0,18,0,0,1,normal,?
tcp,private,S0,0,0,0,0,0,145,0.06,0,-1,neptune,?
udp,domain_u,SF,44,127,0,0,0,70,0,0,1,normal,?
tcp,private,RSTR,0,0,0,0,0,1,0,0.34,-1,portsweep,?
tcp,auth,S0,0,0,0,0,0,233,0.06,0,-1,neptune,?
icmp,eco_i,SF,8,0,0,0,0,1,0,1,-0.732999,ipsweep,?
tcp,telnet,SF,111,12120,0,0,0,1,0,0.01,1,normal,?
tcp,private,REJ,0,0,0,0,0,303,1,0,-1,satan,?
tcp,daytime,S0,0,0,0,0,0,203,0.06,0,-1,neptune,?
tcp,ftp_data,SF,965,0,0,0,0,20,0,0.1,1,normal,?
tcp,http,SF,302,1860,0,0,0,4,0,0.02,1,normal,?
tcp,ssh,REJ,0,0,0,0,0,121,0.07,0,-1,neptune,?
udp,domain_u,SF,44,110,0,0,0,41,0,0.86,1,normal,?
tcp,http,SF,206,998,0,0,0,4,0,0.01,1,normal,?
tcp,http,SF,296,1053,0,0,0,26,0,0,1,normal,?
tcp,courier,S0,0,0,0,0,0,123,0.06,0,-1,neptune,?
tcp,private,REJ,0,0,0,0,0,1,0,0.02,-1,ipsweep,?
tcp,private,S0,0,0,0,0,0,113,0.06,0,-1,neptune,?
tcp,netbios_ns,S0,0,0,0,0,0,299,0.06,0,-1,neptune,?
tcp,private,REJ,0,0,0,0,0,182,0.07,0,-1,neptune,?
tcp,http,SF,320,11863,0,0,0,2,0,0.01,1,normal,?
tcp,ctf,S0,0,0,0,0,0,266,0.06,0,-1,neptune,?
tcp,smtp,SF,11867,1551,0,0,0,1,0,0,1,normal,?
udp,domain_u,SF,44,78,0,0,0,321,0,0,1,normal,?
tcp,http,SF,224,1645,0,0,0,3,0,0.01,1,normal,?
icmp,ecr_i,SF,1032,0,0,0,0,156,0,0.61,-1,smurf,?
udp,domain_u,SF,42,72,0,0,0,144,0,0,1,normal,?
tcp,smtp,SF,1425,394,0,0,0,1,0,0.01,1,normal,?
tcp,exec,S0,0,0,0,0,0,147,0.05,0,-1,neptune,?
udp,private,SF,1,0,0,0,0,55,0.07,1,-1,satan,?
tcp,uucp,S0,0,0,0,0,0,134,0.06,0,-1,neptune,?
tcp,http,SF,219,1357,0,0,0,10,0,0.08,1,normal,?
tcp,http,SF,301,3276,0,0,0,18,0,0.01,1,normal,?
udp,domain_u,SF,45,83,0,0,0,200,0,0,1,normal,?
tcp,http,SF,233,353,0,0,0,12,0,0.05,1,normal,?
tcp,http,SF,190,7391,0,0,0,4,0,0.07,1,normal,?
tcp,private,S0,0,0,0,0,0,204,0.06,0,-1,neptune,?
tcp,uucp_path,S0,0,0,0,0,0,113,0.09,0,-1,neptune,?
tcp,private,S0,0,0,0,0,0,149,0.06,0,-1,neptune,?
icmp,eco_i,SF,8,0,0,0,0,1,0,1,-0.732999,ipsweep,?
tcp,http,S0,0,0,0,0,0,55,0.07,0.01,-1,neptune,?
udp,domain_u,SF,43,126,0,0,0,115,0,0,1,normal,?
tcp,Z39_50,S0,0,0,0,0,0,206,0.08,0,-1,neptune,?
tcp,http_443,REJ,0,0,0,0,0,119,0.07,0,-1,neptune,?
tcp,http,RSTR,54540,8314,0,0,0,1,0,0,-1,back,?
tcp,ftp,SF,1151,2445,0,0,0,1,0,0.01,1,normal,?
tcp,ftp_data,SF,567,0,0,0,0,1,0,0.28,1,normal,?
tcp,private,S0,0,0,0,0,0,90,0.07,0,-1,neptune,?
tcp,other,RSTO,0,0,0,0,0,202,0.06,0,-1,neptune,?
tcp,smtp,SF,850,386,0,0,0,1,0,0,1,normal,?
tcp,http,SF,236,1109,0,0,0,12,0,0.01,1,normal,?
tcp,ftp_data,SF,748,0,0,0,0,1,0,0.33,1,normal,?
tcp,bgp,REJ,0,0,0,0,0,271,0.07,0,-1,neptune,?
icmp,eco_i,SF,8,0,0,0,0,1,0,1,-0.732999,ipsweep,?
tcp,other,REJ,0,0,0,0,0,502,0.95,0,-1,satan,?
tcp,http,SF,304,2239,0,0,0,7,0,0,1,normal,?
tcp,IRC,RSTO,0,0,0,0,0,1,0,0.01,1,normal,?
icmp,ecr_i,SF,520,0,0,0,0,455,0,1,-1,smurf,?
tcp,uucp,S0,0,0,0,0,0,3,0.67,0,-1,neptune,?
icmp,eco_i,SF,8,0,0,0,0,1,0,1,-0.732999,ipsweep,?
tcp,mtp,S0,0,0,0,0,0,219,0.06,0,-1,neptune,?
icmp,ecr_i,SF,520,0,0,0,0,449,0,1,-1,smurf,?
tcp,http,SF,225,616,0,0,0,6,0,0,1,normal,?
tcp,ftp_data,SF,16787,0,0,0,0,12,0,0.15,1,normal,?
tcp,http,SF,243,5238,0,0,0,8,0,0.05,1,normal,?
icmp,eco_i,SF,8,0,0,0,0,1,0,1,-0.732999,ipsweep,?
tcp,private,S0,0,0,0,0,0,122,0.06,0,-1,neptune,?
tcp,finger,S0,0,0,0,0,0,40,0.1,0,-1,neptune,?
tcp,private,S0,0,0,0,0,0,131,0.06,0,-1,neptune,?
tcp,smtp,SF,1054,364,0,0,0,1,0,0,1,normal,?
tcp,http,SF,301,3222,0,0,0,2,0,0,1,normal,?
udp,private,SF,28,0,0,3,0,81,0,0.32,-1,teardrop,?
tcp,http,SF,54540,8314,0,0,0,3,0,0,-1,back,?
tcp,smtp,S0,0,0,0,0,0,2,0,0.03,1,normal,?
tcp,http,SF,171,7280,0,0,0,1,0,0,1,normal,?
tcp,http,SF,287,261,0,0,0,4,0,0.1,1,normal,?
tcp,http_443,S0,0,0,0,0,0,216,0.05,0,-1,neptune,?
udp,domain_u,SF,43,77,0,0,0,174,0,0,1,normal,?
tcp,smtp,SF,923,338,0,0,0,1,0,0.01,1,normal,?
tcp,hostnames,S0,0,0,0,0,0,298,0.06,0,-1,neptune,?
tcp,private,S0,0,0,0,0,0,224,0.06,0,-1,neptune,?
tcp,telnet,S0,0,0,0,0,0,15,0,0.02,-1,neptune,?
udp,domain_u,SF,44,134,0,0,0,77,0,0,1,normal,?
tcp,http,SF,265,279,0,0,0,4,0,0,1,normal,?
tcp,http,SF,327,5280,0,0,0,12,0,0,1,normal,?
udp,domain_u,SF,45,76,0,0,0,145,0.01,0.01,1,normal,?
tcp,http,SF,244,6907,0,0,0,1,0,0.5,1,normal,?
tcp,Z39_50,S0,0,0,0,0,0,275,0.05,0,-1,neptune,?
tcp,private,S0,0,0,0,0,0,190,0.06,0,-1,neptune,?
tcp,http,SF,292,165,0,0,0,27,0,0,1,normal,?
tcp,hostnames,REJ,0,0,0,0,0,278,0.06,0,-1,neptune,?
tcp,http_443,REJ,0,0,0,0,0,143,0.06,0,-1,neptune,?
tcp,private,S0,0,0,0,0,0,204,0.06,0,-1,neptune,?
tcp,ftp_data,SF,7321,0,0,0,0,1,0,0.06,1,normal,?
tcp,http,SF,334,1066,0,0,0,9,0,0,1,normal,?
tcp,http,S0,0,0,0,0,0,32,0.12,0.01,-1,neptune,?
tcp,telnet,S0,0,0,0,0,0,262,0.05,0,-1,neptune,?
tcp,smtp,S0,0,0,0,0,0,10,0,0.01,-1,neptune,?
udp,private,SF,100,100,0,0,0,3,0,0.17,1,normal,?
tcp,ftp_data,SF,54689,0,0,0,0,1,0,0.29,1,normal,?
icmp,eco_i,SF,8,0,0,0,0,1,0,1,-0.732999,ipsweep,?
tcp,domain,S0,0,0,0,0,0,273,0.05,0,-1,neptune,?
icmp,eco_i,SF,30,0,0,0,0,1,0,1,1,normal,?
tcp,http,SF,335,2648,0,0,0,6,0,0.05,1,normal,?
tcp,http,REJ,0,0,0,0,0,1,0,0.02,0.959799,normal,?
tcp,http,SF,296,595,0,0,0,13,0,0,1,normal,?
tcp,http,SF,227,2730,0,0,0,4,0,0.03,1,normal,?
tcp,http,SF,311,936,0,0,0,1,0,0.08,1,normal,?
tcp,http,SF,331,2518,0,0,0,7,0,0.01,1,normal,?
tcp,http,SF,301,380,0,0,0,20,0,0,1,normal,?
tcp,http,REJ,0,0,0,0,0,1,0,0.06,1,normal,?
udp,domain_u,SF,42,82,0,0,0,184,0,0.01,1,normal,?
tcp,nnsp,S0,0,0,0,0,0,145,0.06,0,-1,neptune,?
tcp,http,SF,194,1263,0,0,0,7,0,0.01,1,normal,?
tcp,smtp,SF,1033,334,0,0,0,1,0,0.01,1,normal,?
tcp,http,SF,218,2155,0,0,0,8,0,0.01,1,normal,?
icmp,eco_i,SF,8,0,0,0,0,1,0,1,-0.732999,ipsweep,?
tcp,private,S0,0,0,0,0,0,237,0.07,0,-1,neptune,?
tcp,private,REJ,0,0,0,0,0,75,0.07,0,-1,neptune,?
tcp,http,SF,347,721,0,0,0,37,0,0,1,normal,?
tcp,private,REJ,0,0,0,0,0,1,0,0.01,-0.909091,ipsweep,?
tcp,http,SF,239,47710,0,0,1,1,0,0.04,1,normal,?
tcp,time,S0,0,0,0,0,0,267,0.06,0,-1,neptune,?
tcp,IRC,RSTR,1924,8536,0,0,0,1,0,0.2,1,normal,?
tcp,private,S0,0,0,0,0,0,238,0.05,0,-1,neptune,?
tcp,smtp,SF,1431,336,0,0,0,1,0,0.01,1,normal,?
tcp,http,SF,200,294,0,0,0,10,0,0.01,1,normal,?
tcp,http,SF,223,3521,0,0,0,19,0,0,1,normal,?
udp,other,SF,1,0,0,0,0,12,0.5,1,-1,satan,?
tcp,private,S0,0,0,0,0,0,43,0.09,0,-1,neptune,?
tcp,http,SF,319,176,0,0,0,19,0,0.01,1,normal,?
tcp,private,REJ,0,0,0,0,0,48,1,0,-1,satan,?
udp,domain_u,SF,30,0,0,0,0,1,0,0.12,1,normal,?
tcp,other,REJ,0,0,0,0,0,511,1,0,-1,satan,?
tcp,http,SF,156,505,0,0,0,3,0,0.02,1,normal,?
tcp,other,SF,1766,0,0,0,0,1,0,0.37,1,normal,?
icmp,ecr_i,SF,1032,0,0,0,0,147,0,0.58,-1,smurf,?
icmp,eco_i,SF,18,0,0,0,0,1,0,1,-1,ipsweep,?
icmp,eco_i,SF,8,0,0,0,0,1,0,1,-0.732999,ipsweep,?
tcp,http,SF,199,5647,0,0,0,1,0,0.11,1,normal,?
udp,other,SF,146,0,0,0,0,15,0.2,0.88,1,normal,?
icmp,ecr_i,SF,1032,0,0,0,0,511,0,0.67,-1,smurf,?
tcp,http,SF,176,4090,0,0,0,2,0,0,1,normal,?
tcp,http,SF,222,12656,0,0,0,3,0,0.02,1,normal,?
tcp,http,SF,285,2168,0,0,0,16,0,0,1,normal,?
tcp,http,SF,202,821,0,0,0,30,0,0.01,1,normal,?
tcp,link,S0,0,0,0,0,0,251,0.06,0,-1,neptune,?
udp,other,SF,147,105,0,0,0,4,0.5,0.95,1,normal,?
tcp,courier,S0,0,0,0,0,0,149,0.04,0,-1,neptune,?
icmp,eco_i,SF,30,0,0,0,0,8,0.38,0.12,1,normal,?
udp,domain_u,SF,43,43,0,0,0,133,0.02,0,1,normal,?
icmp,eco_i,SF,8,0,0,0,0,1,0,1,-0.732999,ipsweep,?
tcp,http,SF,203,1401,0,0,0,2,0,0.04,1,normal,?
tcp,http,SF,239,873,0,0,0,11,0,0.01,1,normal,?
tcp,ftp_data,SF,192,0,0,0,0,2,0,0.24,1,normal,?
tcp,Z39_50,RSTR,0,0,0,0,0,367,0.52,1,-1,portsweep,?
tcp,http,SF,336,6503,0,0,0,7,0,0.01,1,normal,?
tcp,private,S0,0,0,0,0,0,150,0.08,0,-1,neptune,?
udp,domain_u,SF,40,52,0,0,0,2,0,0.04,1,normal,?
tcp,http,SF,261,30262,0,0,0,1,0,0,1,normal,?
udp,domain_u,SF,44,131,0,0,0,153,0,0,1,normal,?
udp,domain_u,SF,45,119,0,0,0,112,0.02,0,1,normal,?
tcp,http,REJ,0,0,0,0,0,20,0,0.04,1,normal,?
tcp,login,S0,0,0,0,0,0,133,0.06,0,-1,neptune,?
tcp,ftp_data,SF,383,0,0,0,0,3,0.67,0.84,1,normal,?
tcp,http,SF,204,165,0,0,0,39,0,0,1,normal,?
tcp,private,S0,0,0,0,0,0,172,0.08,0,-1,neptune,?
tcp,http,SF,280,804,0,0,0,16,0,0,1,normal,?
tcp,ftp_data,SF,334,0,0,0,0,2,0,1,-0.986577,warezclient,?
udp,private,SF,1,0,0,0,0,26,0.19,0.19,-1,satan,?
tcp,Z39_50,S0,0,0,0,0,0,202,0.06,0,-1,neptune,?
tcp,private,S0,0,0,0,0,0,182,0.07,0,-1,neptune,?
tcp,Z39_50,REJ,0,0,0,0,0,228,0.07,0,-1,neptune,?
tcp,private,REJ,0,0,0,0,0,240,1,0,-1,satan,?
tcp,http,REJ,0,0,0,0,0,16,0,0.01,1,normal,?
tcp,telnet,S0,0,0,0,0,0,30,0.07,0.01,-1,neptune,?
tcp,private,S0,0,0,0,0,0,265,0.06,0,-1,neptune,?
tcp,private,S0,0,0,0,0,0,115,0.06,0,-1,neptune,?
icmp,eco_i,SF,8,0,0,0,0,1,0,1,-0.732999,ipsweep,?
tcp,http,REJ,0,0,0,0,0,1,0,1,1,normal,?
tcp,ftp_data,SF,1556,0,0,0,0,6,0,0.37,1,normal,?
tcp,courier,S0,0,0,0,0,0,132,0.05,0,-1,neptune,?
tcp,echo,RSTO,0,0,0,0,0,263,0.06,0,-1,neptune,?
tcp,private,REJ,0,0,0,0,0,116,0.08,0,-1,neptune,?
tcp,http,SF,314,1462,0,0,0,2,0,0.01,1,normal,?
tcp,link,S0,0,0,0,0,0,232,0.05,0,-1,neptune,?
tcp,private,S0,0,0,0,0,0,129,0.06,0.03,-1,neptune,?
tcp,http,SF,342,3870,0,0,0,18,0,0.03,1,normal,?
tcp,netbios_ns,S0,0,0,0,0,0,234,0.06,0,-1,neptune,?
udp,domain_u,SF,45,45,0,0,0,115,0,0,1,normal,?
tcp,domain,SF,0,0,0,0,0,1,0,0.03,-1,ipsweep,?
tcp,http,SF,215,15187,0,0,0,22,0,0.01,1,normal,?
udp,domain_u,SF,45,131,0,0,0,207,0,0,1,normal,?
tcp,http,SF,316,1032,0,0,0,2,0,0.02,1,normal,?
tcp,hostnames,S0,0,0,0,0,0,218,0.06,0,-1,neptune,?
tcp,whois,S0,0,0,0,0,0,268,0.06,0,-1,neptune,?
tcp,whois,REJ,0,0,0,0,0,266,0.06,0,-1,neptune,?
tcp,http,SF,201,1800,0,0,0,11,0,0,1,normal,?
tcp,http,SF,491,9852,0,0,0,16,0,0,1,normal,?
tcp,http,SF,329,6729,0,0,0,4,0,0.04,1,normal,?
tcp,private,S0,0,0,0,0,0,128,0.05,0,-1,neptune,?
tcp,http,SF,246,5776,0,0,0,13,0,0,1,normal,?
tcp,private,S0,0,0,0,0,0,287,0.05,0,-1,neptune,?
tcp,http,SF,220,1608,0,0,0,20,0,0.01,1,normal,?
tcp,http,SF,253,2225,0,0,0,7,0,0,1,normal,?
tcp,private,REJ,0,0,0,0,0,108,0.07,0,-1,neptune,?
tcp,http,S0,0,0,0,0,0,247,0.06,0,-1,neptune,?
tcp,mtp,REJ,0,0,0,0,0,105,0.08,0,-1,neptune,?
tcp,efs,S0,0,0,0,0,0,103,0.06,0,-1,neptune,?
tcp,private,S0,0,0,0,0,0,277,0.06,0,-1,neptune,?
tcp,discard,S0,0,0,0,0,0,214,0.07,0,-1,neptune,?
tcp,smtp,SF,11378,1474,0,0,0,1,0,0.01,1,normal,?
tcp,ftp_data,SF,37,0,0,0,0,2,0,0.6,1,normal,?
udp,private,SF,28,0,0,3,0,56,0,0.22,-1,teardrop,?
tcp,private,S0,0,0,0,0,0,243,0.07,0,-1,neptune,?
tcp,private,REJ,0,0,0,0,0,323,1,0,-1,satan,?
tcp,private,S0,0,0,0,0,0,198,0.06,0,-1,neptune,?
tcp,http,SF,215,626,0,0,0,12,0,0,1,normal,?
tcp,telnet,S0,0,0,0,0,0,61,0.07,0.01,-1,neptune,?
tcp,smtp,SF,12749,1393,0,0,0,1,0,0.01,1,normal,?
tcp,iso_tsap,S0,0,0,0,0,0,225,0.07,0,-1,neptune,?
tcp,http,SF,296,1630,0,0,0,8,0,0,1,normal,?
tcp,private,S0,0,0,0,0,0,202,0.04,0,-1,neptune,?
tcp,ftp_data,SF,1470,0,0,0,0,22,0,0.5,1,normal,?
tcp,mtp,S0,0,0,0,0,0,274,0.05,0,-1,neptune,?
tcp,sunrpc,RSTO,0,0,0,0,0,174,0.07,0,-1,neptune,?
tcp,private,REJ,0,0,0,0,0,281,1,0,-1,satan,?
tcp,http,SF,334,15650,0,0,0,1,0,0.01,1,normal,?
tcp,private,S0,0,0,0,0,0,117,0.06,0,-1,neptune,?
